TAZ,APARKS,EMPEDU_P,EMPFOO_P,EMPGOV_P,EMPIND_P,EMPMED_P,EMPOFC_P,EMPOTH_P,EMPRET_P,EMPRSC_P,EMPSVC_P,EMPTOT_P,HH_P,LUTYPE_P,MFUNITS,NPARKS,PARKDY_P,PARKHR_P,SFUNITS,SQFT_P,STUGRD_P,STUHGH_P,STUUNI_P,a1,a2,a3,a4,a5,a6,a7,a8
158,0,24,148,0.0,1016,92,275,98,327,0,159,2139.0,0,602,0,0,0,0,0,3501344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0,38,209,267.0,2381,214,818,239,678,0,273,5117.0,0,908,0,0,0,0,0,6114264,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0,1,0,0.0,23,7,212,13,22,0,34,312.0,1,108,0,0,0,0,1,1318612,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0,0,0,0.0,0,0,0,0,0,0,0,0.0,311,1240,137,0,0,0,40,1016985,0,0,0,56.0,76.0,64.0,36.0,59.0,5.0,7.0,8.0
162,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,51,0,0,0,0,0,889733,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0,2,37,15.0,565,73,328,53,96,0,41,1210.0,0,1198,0,0,0,0,1,8020860,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0,1,15,0.0,0,10,13,2,25,0,13,79.0,270,814,6,0,0,0,14,768117,0,0,0,86.0,100.0,28.0,16.0,36.0,3.0,1.0,0.0
165,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,417,0,0,0,0,7,1125042,0,0,0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0
166,1255,1,8,0.0,12,13,111,10,3,0,5,163.0,214,5305,0,1,0,0,207,2418353,0,0,0,18.0,51.0,36.0,22.0,38.0,15.0,10.0,24.0
167,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0,0,0,0.0,0,0,0,0,0,0,0,0.0,11,385,0,0,0,0,11,111597,0,0,0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0
169,0,0,0,0.0,53,16,43,53,20,0,7,192.0,84,2160,0,0,0,0,75,1173151,0,0,0,10.0,13.0,20.0,11.0,16.0,2.0,5.0,7.0
170,0,0,0,0.0,0,0,1,1,0,0,1,3.0,295,4609,62,0,0,0,174,1565353,0,0,0,47.0,102.0,49.0,40.0,29.0,4.0,11.0,13.0
171,1265,0,0,29.0,52,12,17,44,11,0,6,171.0,141,3865,0,2,0,0,131,1969175,0,0,0,18.0,22.0,22.0,22.0,22.0,12.0,12.0,11.0
172,0,31,652,0.0,249,157,450,140,864,0,418,2961.0,0,629,0,0,0,0,0,6727093,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,22220,18,345,0.0,370,131,439,100,620,0,286,2309.0,65,771,0,2,0,0,0,2974610,0,0,0,17.0,6.0,3.0,0.0,18.0,4.0,7.0,10.0
174,0,0,0,0.0,2,0,4,3,0,0,0,9.0,1002,1231,1065,0,0,0,19,9779128,0,0,0,76.0,181.0,143.0,137.0,171.0,101.0,106.0,87.0
175,0,0,0,0.0,0,0,0,0,0,0,0,0.0,9,807,0,0,0,0,12,7482540,0,0,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0
176,0,0,0,0.0,2,0,3,1,1,0,3,10.0,269,338,0,0,0,0,7,1205126,0,0,0,26.0,77.0,69.0,34.0,19.0,18.0,12.0,14.0
177,0,0,0,0.0,0,0,0,0,0,0,0,0.0,195,216,0,0,0,0,3,2214863,0,0,0,16.0,62.0,49.0,30.0,14.0,9.0,6.0,9.0
178,0,0,0,0.0,267,0,1,6,6,0,4,284.0,0,34,0,0,0,0,0,992479,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,8905,373,1,12.0,1,5,6,2,1,0,8,409.0,342,4561,72,4,0,0,167,5007331,656,1635,0,18.0,105.0,73.0,40.0,47.0,36.0,8.0,15.0
180,0,0,0,0.0,0,0,0,1,3,0,45,49.0,243,5055,16,0,0,0,203,3085832,0,0,0,12.0,64.0,58.0,27.0,29.0,21.0,15.0,17.0
181,0,0,0,0.0,0,0,0,0,0,0,0,0.0,178,4763,0,0,0,0,186,1671207,0,0,0,36.0,23.0,39.0,10.0,29.0,15.0,15.0,11.0
182,0,0,0,9.0,2,0,0,3,0,0,3,17.0,144,4983,0,0,0,0,155,2191485,0,0,0,31.0,33.0,24.0,12.0,18.0,8.0,9.0,9.0
183,0,0,12,0.0,5,6,2,2,1,0,1,29.0,161,2167,64,0,0,0,79,2606189,0,0,0,16.0,54.0,21.0,24.0,27.0,0.0,13.0,6.0
184,0,1,24,0.0,76,4,6,3,7,0,7,128.0,0,381,0,0,0,0,0,2873227,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0,83,0,0.0,4,1,15,5,0,0,11,119.0,528,13023,0,0,0,0,532,5748843,616,0,0,55.0,61.0,68.0,105.0,103.0,35.0,55.0,46.0
186,0,0,0,0.0,0,3,2,0,1,0,0,6.0,29,774,0,0,0,0,29,851107,0,0,0,2.0,5.0,5.0,6.0,6.0,1.0,4.0,0.0
187,0,40,28,0.0,7,2,9,6,2,0,0,94.0,535,13479,0,0,0,0,542,5345790,0,0,0,44.0,119.0,107.0,94.0,68.0,32.0,38.0,33.0
188,0,2,25,0.0,0,1,4,5,0,0,3,40.0,235,6318,0,0,0,0,240,2123094,0,0,0,9.0,37.0,38.0,28.0,61.0,16.0,27.0,19.0
189,0,0,0,0.0,0,0,0,0,0,0,0,0.0,232,6210,0,0,0,0,226,2399415,0,0,0,7.0,36.0,45.0,31.0,50.0,16.0,25.0,22.0
190,229081,0,0,86.0,3,0,1,8,0,0,0,98.0,28,1151,0,2,0,0,37,2044195,0,0,0,2.0,6.0,7.0,9.0,0.0,1.0,2.0,1.0
191,0,0,0,111.0,12,0,0,8,1,0,2,134.0,328,3725,57,0,0,0,136,2651383,0,0,0,25.0,71.0,92.0,85.0,18.0,14.0,17.0,6.0
192,623,64,32,0.0,7,324,30,24,14,0,40,535.0,159,2198,13,1,0,0,72,2001884,362,0,0,19.0,49.0,30.0,10.0,14.0,5.0,15.0,17.0
193,0,2,130,0.0,9,3,8,0,14,0,10,176.0,218,2443,0,0,0,0,74,2045677,0,0,0,43.0,69.0,42.0,17.0,28.0,6.0,9.0,4.0
194,0,1,50,0.0,5,8,22,22,24,0,5,137.0,355,9155,33,0,0,0,314,4528882,0,0,0,27.0,32.0,78.0,77.0,47.0,29.0,39.0,26.0
195,0,0,0,0.0,0,0,13,19,35,0,32,99.0,78,194,0,0,0,0,2,756800,0,0,0,7.0,33.0,12.0,7.0,11.0,4.0,4.0,0.0
196,0,0,0,0.0,0,0,1,2,1,0,0,4.0,342,1197,120,0,0,0,38,1422890,0,0,0,48.0,95.0,60.0,36.0,49.0,18.0,25.0,11.0
197,0,0,0,0.0,2,6,5,18,2,0,3,36.0,396,1394,16,0,0,0,10,1595780,0,0,0,59.0,144.0,116.0,64.0,4.0,7.0,2.0,0.0
198,361,0,0,0.0,2,160,5,5,2,0,22,196.0,365,1730,83,1,0,0,51,2080926,0,0,0,47.0,150.0,97.0,71.0,0.0,0.0,0.0,0.0
199,0,0,0,0.0,0,2,0,0,0,0,3,5.0,203,1959,33,0,0,0,77,1105584,0,0,0,28.0,91.0,23.0,12.0,10.0,28.0,8.0,3.0
200,0,0,26,0.0,3,13,16,7,18,0,35,118.0,173,559,26,0,0,0,9,901208,0,0,0,22.0,93.0,31.0,6.0,6.0,11.0,4.0,0.0
201,24006,2,58,0.0,5,205,62,79,3,0,15,429.0,726,8141,391,2,0,0,287,6060866,0,0,0,95.0,167.0,178.0,106.0,55.0,47.0,43.0,35.0
202,0,860,2,0.0,1,8,10,1,0,0,0,882.0,399,2575,0,0,0,0,88,4895771,0,0,6530,110.0,112.0,80.0,41.0,5.0,26.0,10.0,15.0
203,0,0,0,0.0,0,1,5,0,0,0,1,7.0,395,3921,74,0,0,0,156,2045772,0,0,0,137.0,144.0,73.0,19.0,8.0,8.0,6.0,0.0
204,0,0,10,0.0,51,0,6,19,31,0,31,148.0,0,9,0,0,0,0,0,302126,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0,1,6,0.0,2,2,8,0,14,0,15,48.0,50,141,0,0,0,0,1,298347,0,0,0,13.0,10.0,15.0,8.0,0.0,1.0,1.0,2.0
206,0,0,16,0.0,4,4,9,5,33,0,37,108.0,0,285,0,0,0,0,0,940870,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0,0,12,0.0,5,8,23,2,13,0,7,70.0,3,229,0,0,0,0,2,521969,0,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
208,0,0,0,0.0,0,1,2,8,3,0,2,16.0,9,218,0,0,0,0,9,374126,0,0,0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0
209,0,0,0,0.0,0,0,2,2,8,0,6,18.0,101,62,42,0,0,0,1,368984,0,0,0,22.0,24.0,19.0,10.0,12.0,7.0,5.0,2.0
210,0,0,0,42.0,27,0,0,7,1,0,0,77.0,105,1770,0,0,0,0,44,1795775,266,0,0,10.0,20.0,39.0,20.0,4.0,3.0,5.0,4.0
211,0,2,0,0.0,1,1,2,0,0,0,0,6.0,1319,34686,0,0,0,0,1367,22071474,0,0,0,105.0,77.0,136.0,110.0,199.0,214.0,168.0,310.0
212,675,116,151,27.0,51,304,124,72,524,0,138,1507.0,3711,21317,654,1,0,0,780,11015865,503,0,0,1280.0,1035.0,507.0,307.0,146.0,147.0,113.0,176.0
213,0,301,37,0.0,13,100,47,98,82,0,47,725.0,1145,25680,11,0,0,0,1001,8455850,885,885,0,79.0,207.0,213.0,121.0,114.0,114.0,126.0,171.0
214,183332,275,194,196.0,121,1131,398,722,1051,0,173,4261.0,1584,29538,49,1,0,0,1139,19333125,207,1398,0,165.0,316.0,329.0,324.0,91.0,92.0,80.0,187.0
215,0,6,18,5.0,11,6,51,9,17,0,26,149.0,1161,9039,145,0,0,0,347,11238675,165,0,0,234.0,275.0,216.0,135.0,81.0,73.0,71.0,76.0
216,8489,230,45,4845.0,44,28,170,54,207,0,59,5682.0,2399,41747,204,1,0,0,1675,14900347,442,0,0,241.0,382.0,515.0,452.0,191.0,160.0,197.0,261.0
217,0,63,203,5.0,196,84,286,107,785,0,131,1860.0,3942,31472,299,0,0,0,1098,29060985,0,0,0,1091.0,905.0,649.0,409.0,211.0,194.0,215.0,268.0
218,17681,70,1,0.0,8,11,32,17,3,0,14,156.0,1648,40199,0,3,0,0,1612,14890606,343,0,0,134.0,138.0,188.0,236.0,184.0,197.0,254.0,317.0
219,558,15,28,14.0,42,166,201,80,13,0,154,713.0,2497,29115,308,3,0,0,1067,8855533,0,0,0,418.0,598.0,459.0,362.0,127.0,147.0,210.0,176.0
220,247,111,22,21.0,28,84,185,16,22,0,35,524.0,1584,24540,76,1,0,0,962,8916728,59,0,0,283.0,344.0,232.0,152.0,165.0,148.0,99.0,161.0
221,0,12,79,2.0,57,376,89,61,334,0,174,1184.0,2177,28174,201,0,0,0,1103,13737262,170,0,0,279.0,432.0,361.0,316.0,184.0,197.0,134.0,274.0
222,865,133,61,9.0,17,32,71,40,72,0,85,520.0,1337,32238,12,5,0,0,1260,12236745,942,0,0,116.0,94.0,132.0,168.0,176.0,181.0,174.0,296.0
223,1873950,1,39,8.0,24,40,57,16,65,0,17,267.0,1149,24823,60,3,0,0,1008,18748356,0,0,0,70.0,127.0,130.0,165.0,138.0,119.0,157.0,243.0
224,0,80,69,0.0,39,139,92,25,367,0,73,884.0,1516,23282,63,0,0,0,890,7027817,363,0,0,233.0,220.0,203.0,244.0,142.0,150.0,121.0,203.0
225,0,90,100,574.0,161,1130,376,376,216,0,127,3150.0,2989,35923,249,0,0,0,1269,13460573,0,0,0,551.0,529.0,576.0,453.0,243.0,199.0,188.0,250.0
226,0,57,742,0.0,52,855,755,11,2619,0,318,5409.0,1909,4546,402,0,0,0,134,4945162,0,49,0,591.0,461.0,367.0,262.0,56.0,52.0,70.0,50.0
227,0,90,143,21.0,56,774,358,94,937,0,230,2703.0,2611,19499,315,0,0,0,731,7463234,0,0,0,853.0,547.0,321.0,216.0,150.0,187.0,165.0,172.0
228,164,13,1,0.0,25,117,92,19,131,0,34,432.0,1075,21356,9,1,0,0,845,7614049,0,0,0,124.0,159.0,152.0,183.0,95.0,92.0,110.0,160.0
229,0,524,45,60.0,32,171,57,39,85,0,55,1068.0,785,15646,2,0,0,0,596,5901088,350,1553,0,114.0,149.0,93.0,73.0,67.0,71.0,94.0,124.0
230,955470,7,24,0.0,15,137,72,37,40,0,62,394.0,1703,38159,0,1,0,0,1556,15234501,221,0,0,164.0,191.0,158.0,139.0,172.0,190.0,270.0,419.0
231,0,104,76,12.0,26,154,140,19,35,0,53,619.0,1759,32209,152,0,0,0,1254,9761591,476,0,0,187.0,208.0,224.0,208.0,211.0,176.0,233.0,312.0
232,241824,68,25,0.0,73,81,155,35,97,0,73,607.0,1917,35107,172,1,0,0,1409,10428113,237,10,0,233.0,211.0,244.0,254.0,223.0,166.0,250.0,336.0
233,0,921,219,43.0,121,1485,804,93,39,0,178,3903.0,1748,35383,316,0,0,0,1410,12211762,737,40,5929,145.0,224.0,250.0,215.0,225.0,186.0,194.0,309.0
234,17543,67,225,23.0,84,106,200,47,737,0,275,1764.0,2968,31007,529,6,0,0,1168,8520747,0,0,0,479.0,482.0,624.0,511.0,239.0,217.0,174.0,242.0
235,0,15,130,0.0,34,230,160,50,219,0,130,968.0,1589,29491,33,0,0,0,1167,7571936,0,0,0,224.0,172.0,239.0,237.0,174.0,177.0,155.0,211.0
236,0,0,1,0.0,2,2,6,0,0,0,1,12.0,1095,26251,2,0,0,0,1010,18627064,0,0,0,79.0,101.0,172.0,181.0,123.0,145.0,94.0,200.0
237,0,129,29,0.0,22,29,87,29,62,0,102,489.0,2004,32847,153,0,0,0,1183,5695219,175,0,0,203.0,214.0,298.0,328.0,284.0,214.0,214.0,249.0
238,0,0,0,0.0,0,0,0,0,0,0,0,0.0,395,10274,0,0,0,0,399,3081583,0,0,0,14.0,59.0,37.0,22.0,53.0,44.0,76.0,90.0
239,0,0,0,0.0,0,0,0,0,0,0,0,0.0,92,1950,0,0,0,0,73,700734,0,0,0,4.0,14.0,19.0,10.0,13.0,4.0,17.0,11.0
240,5793,7,1,624.0,10,86,62,1,7,0,268,1066.0,286,398,0,3,0,0,3,33134928,0,0,0,57.0,84.0,69.0,29.0,13.0,12.0,8.0,14.0
241,0,0,0,0.0,0,0,0,0,0,0,0,0.0,167,2398,84,0,0,0,87,1184457,0,0,0,6.0,40.0,16.0,2.0,19.0,23.0,22.0,39.0
242,0,2,0,0.0,3,1,17,7,3,0,75,108.0,217,5834,0,0,0,0,231,2153705,0,0,0,5.0,41.0,16.0,7.0,22.0,22.0,31.0,73.0
243,0,0,0,0.0,0,0,0,0,0,0,0,0.0,173,4252,0,0,0,0,174,1021447,0,0,0,8.0,23.0,19.0,14.0,23.0,19.0,29.0,38.0
244,0,111,0,0.0,1,2,4,1,5,0,6,130.0,151,3535,0,0,0,0,138,1221105,570,0,0,8.0,23.0,29.0,11.0,21.0,13.0,18.0,28.0
245,0,4,22,0.0,3,7,26,2,45,0,25,134.0,175,4451,0,0,0,0,177,1210435,0,0,0,7.0,20.0,21.0,12.0,22.0,23.0,23.0,47.0
246,0,3,2,0.0,10,3,12,2,1,0,14,47.0,367,3973,0,0,0,0,157,1235785,0,0,0,42.0,54.0,53.0,47.0,36.0,40.0,49.0,46.0
247,0,1,1,0.0,8,1,16,1,1,0,6,35.0,183,4613,0,0,0,0,188,1223642,0,0,0,12.0,13.0,20.0,25.0,17.0,24.0,32.0,40.0
248,0,0,1,0.0,2,4,3,1,0,0,1,12.0,215,5251,0,0,0,0,217,1224679,0,0,0,10.0,21.0,19.0,29.0,24.0,20.0,38.0,54.0
249,0,55,2,0.0,9,24,5,5,8,0,0,108.0,102,2647,0,0,0,0,106,979755,586,586,0,16.0,11.0,11.0,6.0,18.0,13.0,10.0,17.0
250,885,29,4,0.0,3,12,3,0,6,0,0,57.0,85,2217,0,1,0,0,90,648604,0,0,0,6.0,6.0,8.0,5.0,20.0,9.0,11.0,20.0
251,0,0,0,0.0,0,0,0,0,0,0,0,0.0,195,4928,0,0,0,0,203,1159444,0,0,0,26.0,24.0,14.0,14.0,29.0,18.0,29.0,41.0
252,0,60,11,0.0,12,25,5,7,19,0,0,139.0,223,5541,0,0,0,0,226,1293530,0,0,0,32.0,33.0,25.0,21.0,24.0,22.0,24.0,42.0
253,0,2,13,0.0,10,14,21,1,17,0,7,85.0,239,4072,0,0,0,0,155,809353,0,0,0,40.0,26.0,28.0,17.0,36.0,23.0,36.0,33.0
254,0,1,2,0.0,2,0,1,2,3,0,2,13.0,293,6900,0,0,0,0,282,1168656,0,0,0,38.0,33.0,15.0,29.0,30.0,32.0,48.0,68.0
255,0,3,10,0.0,0,2,16,10,8,0,22,71.0,147,3311,0,0,0,0,129,645198,0,0,0,19.0,6.0,13.0,21.0,15.0,16.0,19.0,38.0
256,0,6,10,0.0,5,3,62,14,13,0,13,126.0,101,2413,0,0,0,0,87,443186,0,0,0,9.0,8.0,11.0,21.0,15.0,10.0,8.0,19.0
257,0,1,2,0.0,1,2,2,3,7,0,13,31.0,293,6636,0,0,0,0,272,1223088,0,0,0,6.0,28.0,47.0,40.0,60.0,47.0,33.0,32.0
258,0,5,4,0.0,4,10,16,12,4,0,16,71.0,204,5225,0,0,0,0,201,1240126,43,0,0,8.0,24.0,19.0,35.0,30.0,33.0,21.0,34.0
259,0,0,1,0.0,1,6,11,5,9,0,4,37.0,240,3826,39,0,0,0,150,809665,0,0,0,20.0,26.0,25.0,29.0,47.0,39.0,24.0,30.0
260,0,4,0,0.0,9,22,71,10,4,0,28,148.0,142,3312,0,0,0,0,136,758402,0,0,0,14.0,5.0,1.0,1.0,39.0,23.0,30.0,29.0
261,0,0,5,0.0,2,9,6,3,1,0,13,39.0,249,6321,0,0,0,0,258,1642166,0,826,0,14.0,14.0,4.0,8.0,44.0,51.0,54.0,60.0
262,0,0,7,0.0,2,11,11,3,0,0,6,40.0,418,8711,22,0,0,0,350,1801961,0,0,0,56.0,36.0,14.0,12.0,80.0,67.0,77.0,76.0
263,0,3,21,56.0,41,5,72,3,92,0,30,323.0,373,8157,0,0,0,0,312,1728321,0,0,0,22.0,50.0,51.0,32.0,62.0,53.0,49.0,54.0
264,0,66,105,25.0,12,24,79,11,110,0,57,489.0,432,7066,62,0,0,0,278,1591074,403,0,0,42.0,60.0,62.0,33.0,68.0,55.0,65.0,47.0
265,0,19,19,1.0,1,8,31,11,16,0,26,132.0,352,6580,14,0,0,0,255,1214070,0,0,0,34.0,30.0,32.0,14.0,56.0,63.0,47.0,76.0
266,0,3,23,0.0,14,41,164,11,24,0,46,326.0,312,6942,13,0,0,0,270,1181878,0,0,0,26.0,32.0,36.0,40.0,38.0,33.0,44.0,63.0
267,18699,33,29,12.0,2,12,53,15,25,0,43,224.0,283,6116,3,2,0,0,235,1231805,0,0,0,15.0,37.0,22.0,15.0,48.0,48.0,50.0,48.0
268,0,1,3,8.0,2,31,29,10,9,0,44,137.0,362,6541,50,0,0,0,263,1227347,0,0,0,27.0,30.0,29.0,65.0,57.0,37.0,57.0,60.0
269,0,41,60,0.0,22,15,39,16,34,0,43,270.0,324,5709,39,0,0,0,217,1163157,327,0,0,41.0,40.0,42.0,35.0,36.0,28.0,37.0,65.0
270,0,25,29,0.0,9,8,25,9,38,0,18,161.0,322,6034,17,0,0,0,244,1227757,469,0,0,36.0,27.0,40.0,39.0,40.0,39.0,32.0,69.0
271,0,7,31,0.0,13,8,4,2,7,0,6,78.0,337,6143,6,0,0,0,245,1188107,0,0,0,38.0,45.0,45.0,35.0,39.0,36.0,41.0,58.0
272,59,8,3,0.0,2,8,33,14,38,0,23,129.0,338,7085,3,1,0,0,285,1231357,0,0,0,32.0,28.0,41.0,18.0,48.0,38.0,49.0,84.0
273,0,3,8,0.0,11,7,31,8,6,0,40,114.0,328,7140,6,0,0,0,290,1240880,0,0,0,40.0,51.0,59.0,37.0,35.0,33.0,26.0,47.0
274,0,0,0,0.0,0,0,0,0,0,0,0,0.0,275,6532,0,0,0,0,272,1208659,0,0,0,30.0,32.0,55.0,37.0,28.0,22.0,28.0,43.0
275,115,5,24,0.0,2,18,11,0,66,0,10,136.0,278,4549,2,1,0,0,175,1234388,0,0,0,10.0,56.0,50.0,34.0,34.0,19.0,24.0,51.0
276,0,62,12,0.0,5,22,16,1,4,0,9,131.0,257,6277,0,0,0,0,249,1233179,441,0,0,16.0,32.0,42.0,44.0,18.0,17.0,39.0,49.0
277,0,6,32,0.0,1,19,3,2,64,0,18,145.0,323,6856,0,0,0,0,271,1219403,0,0,0,13.0,61.0,43.0,40.0,35.0,20.0,43.0,68.0
278,0,2,7,0.0,3,31,11,30,71,0,25,180.0,277,6542,1,0,0,0,262,1146539,0,0,0,17.0,19.0,23.0,17.0,42.0,41.0,43.0,75.0
279,0,1,0,0.0,0,1,0,2,6,0,3,13.0,285,6577,0,0,0,0,268,1250847,0,0,0,9.0,39.0,26.0,26.0,41.0,43.0,30.0,71.0
280,505,11,2,5.0,4,7,10,9,7,0,11,66.0,243,5376,7,1,0,0,215,977531,0,0,0,10.0,35.0,32.0,20.0,33.0,35.0,35.0,43.0
281,0,2,2,0.0,2,0,1,0,2,0,1,10.0,314,6557,10,0,0,0,265,1246133,0,0,0,35.0,38.0,50.0,28.0,41.0,25.0,54.0,43.0
282,0,70,19,0.0,22,22,57,52,13,0,20,275.0,323,5796,0,0,0,0,232,1205398,0,0,0,28.0,42.0,37.0,40.0,46.0,33.0,52.0,45.0
283,0,0,0,0.0,0,2,16,1,1,0,5,25.0,261,5831,0,0,0,0,236,1172453,0,0,0,17.0,22.0,26.0,40.0,37.0,32.0,31.0,56.0
284,0,0,0,0.0,0,0,0,0,0,0,0,0.0,306,7294,0,0,0,0,302,1661709,0,0,0,14.0,26.0,38.0,47.0,40.0,27.0,43.0,71.0
285,437103,3,0,0.0,1,1,13,7,0,0,3,28.0,53,1393,0,2,0,0,52,1260572,0,0,0,3.0,7.0,3.0,10.0,7.0,5.0,10.0,8.0
286,0,3,54,0.0,3,5,10,5,3,0,28,111.0,208,100,208,0,0,0,0,5823195,0,0,0,8.0,19.0,26.0,33.0,28.0,32.0,28.0,34.0
287,0,0,0,0.0,0,0,0,0,0,0,0,0.0,359,8660,0,0,0,0,362,1797289,0,0,0,34.0,10.0,34.0,56.0,41.0,47.0,40.0,97.0
288,0,0,0,0.0,0,0,0,0,0,0,0,0.0,271,6473,0,0,0,0,262,1597623,0,0,0,10.0,11.0,27.0,26.0,50.0,33.0,52.0,62.0
289,0,7,1,0.0,3,5,24,3,2,0,6,51.0,230,5536,0,0,0,0,227,1154523,0,0,0,6.0,2.0,14.0,20.0,39.0,32.0,52.0,65.0
290,0,1,0,0.0,9,8,33,13,6,0,29,99.0,265,6286,3,0,0,0,261,1228137,0,0,0,23.0,13.0,24.0,25.0,35.0,28.0,39.0,78.0
291,0,0,0,0.0,0,0,0,0,0,0,0,0.0,373,6996,18,0,0,0,283,1195347,0,0,0,32.0,39.0,62.0,42.0,52.0,43.0,41.0,62.0
292,0,0,0,0.0,0,0,0,0,0,0,0,0.0,284,6282,0,0,0,0,258,1217398,0,0,0,10.0,19.0,38.0,31.0,34.0,38.0,52.0,62.0
293,382,3,4,0.0,8,8,10,6,4,0,17,60.0,355,5573,0,1,0,0,207,1164939,32,0,0,16.0,40.0,59.0,61.0,56.0,41.0,27.0,55.0
294,0,2,7,0.0,5,39,15,21,51,0,19,159.0,279,6188,0,0,0,0,251,1198879,0,0,0,16.0,21.0,33.0,19.0,59.0,41.0,29.0,61.0
295,0,91,3,0.0,2,5,16,2,32,0,29,180.0,326,4710,0,0,0,0,184,1152992,655,0,0,11.0,51.0,56.0,60.0,46.0,28.0,30.0,44.0
296,0,3,34,0.0,7,40,24,5,17,0,26,156.0,346,6560,3,0,0,0,247,1216383,0,0,0,37.0,56.0,46.0,53.0,38.0,29.0,49.0,38.0
297,0,205,11,0.0,1,7,11,4,7,0,10,256.0,266,5019,0,0,0,0,179,622265,0,2018,0,0.0,18.0,34.0,45.0,43.0,32.0,33.0,61.0
298,199,0,0,0.0,0,0,0,0,0,0,0,0.0,274,6445,0,1,0,0,266,1240785,0,0,0,40.0,35.0,35.0,43.0,22.0,26.0,25.0,48.0
299,0,2,5,37.0,3,3,5,8,1,0,4,68.0,319,7504,0,0,0,0,312,1347160,0,0,0,3.0,24.0,29.0,29.0,63.0,33.0,57.0,81.0
300,0,1,3,0.0,0,1,1,0,4,0,1,11.0,348,7565,21,0,0,0,308,1239236,0,0,0,24.0,38.0,30.0,27.0,52.0,47.0,59.0,71.0
301,0,7,55,0.0,8,29,57,7,32,0,44,239.0,350,6951,11,0,0,0,278,1240135,0,0,0,15.0,25.0,45.0,34.0,56.0,55.0,44.0,76.0
302,0,19,45,0.0,10,12,23,9,57,0,24,199.0,285,6335,3,0,0,0,253,1185674,0,0,0,25.0,23.0,38.0,42.0,32.0,35.0,24.0,66.0
303,0,2,43,0.0,9,25,26,21,4,0,43,173.0,405,6620,1,0,0,0,257,1301296,0,0,0,42.0,45.0,55.0,39.0,43.0,50.0,50.0,81.0
304,0,3,64,4.0,11,6,150,21,29,0,39,327.0,361,7075,15,0,0,0,280,1178495,0,0,0,10.0,21.0,35.0,68.0,78.0,44.0,41.0,64.0
305,0,5,32,0.0,4,33,21,11,3,0,76,185.0,282,5104,4,0,0,0,194,1080441,0,0,0,44.0,38.0,44.0,31.0,25.0,35.0,22.0,43.0
306,0,1,31,0.0,3,3,95,1,18,0,14,166.0,489,6200,53,0,0,0,227,1109811,0,0,0,23.0,54.0,78.0,81.0,102.0,50.0,39.0,62.0
307,0,0,9,0.0,4,7,7,5,1,0,10,43.0,183,4107,0,0,0,0,169,793644,0,0,0,25.0,23.0,29.0,16.0,22.0,16.0,19.0,33.0
308,443669,2,0,0.0,0,8,4,8,2,0,10,34.0,0,123,0,2,0,0,0,12055693,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0,130,222,10.0,11,171,96,24,497,0,108,1269.0,1027,5716,72,0,0,0,165,955784,95,0,0,227.0,141.0,166.0,121.0,124.0,84.0,62.0,102.0
310,0,83,106,8.0,4,151,106,28,0,0,91,577.0,831,5801,212,0,0,0,197,1304083,441,0,0,170.0,122.0,127.0,106.0,127.0,87.0,39.0,53.0
311,0,62,31,3.0,4,85,74,20,0,0,46,325.0,418,1353,8,0,0,0,35,408680,448,0,0,62.0,56.0,76.0,60.0,72.0,51.0,20.0,21.0
312,0,0,0,0.0,0,0,0,0,0,0,0,0.0,193,1593,6,0,0,0,43,206643,0,0,0,48.0,18.0,32.0,29.0,21.0,19.0,11.0,15.0
313,0,0,4,0.0,0,22,8,3,17,0,22,76.0,80,1455,0,0,0,0,50,325365,0,0,0,7.0,9.0,15.0,18.0,18.0,3.0,4.0,6.0
314,0,3,32,0.0,4,49,14,15,48,0,39,204.0,801,1976,0,0,0,0,50,604958,0,0,0,110.0,130.0,166.0,142.0,95.0,58.0,41.0,59.0
